Date,Time,Dir deg,WSMDir deg,WSK,WSMK kph,AvgTemp C,AvgRh %,AvgBP mbar,Rain mm,AvgSR W/m^2,Batt V,Spanel V
2005 Mar 31,20:40,251,274,11.1,18.9,25.1,39,1016.6,0,943, , 
2005 Mar 31,20:50,268,274,11.3,25.2,24.9,39,1016.5,0,931, , 
2005 Mar 31,21:00,266,243,12.3,20,25,39,1016.4,0,922,13.9,14.2
2005 Mar 31,21:10,282,280,13,20.6,24.8,39,1016.4,0,908, , 
2005 Mar 31,21:20,269,267,13.1,21.2,24.8,39,1016.3,0,896, , 
2005 Mar 31,21:30,277,272,12.5,20.6,24.7,38,1016.2,0,879, , 
2005 Mar 31,21:40,278,269,13.1,20.6,24.6,37,1016.1,0,860, , 
2005 Mar 31,21:50,257,274,13.3,21.2,24.5,37,1016.1,0,838, , 
2005 Mar 31,22:00,263,259,14.8,21.2,24.6,37,1016.1,0,814, , 
2005 Mar 31,22:10,264,249,14,21.8,24.1,36,1016,0,791, , 
2005 Mar 31,22:20,268,262,13.8,22.3,24.1,35,1016,0,764, , 
2005 Mar 31,22:30,259,245,14.2,19.5,24,33,1015.9,0,739, , 
2005 Mar 31,22:40,259,276,14.6,20.6,23.7,30,1015.9,0,709, , 
2005 Mar 31,22:50,256,248,13.4,17.2,23.8,29,1015.8,0,679, , 
2005 Mar 31,23:00,262,239,12.7,17.7,23.8,28,1015.8,0,647, , 
2005 Mar 31,23:10,259,263,10.2,15.4,24,26,1015.9,0,616, , 
2005 Mar 31,23:20,265,273,10.3,13.7,24.2,27,1015.8,0,579, , 
2005 Mar 31,23:30,267,281,9.4,16,24.2,28,1015.8,0,541, , 
2005 Mar 31,23:40,269,264,10.9,14.9,24.1,29,1015.8,0,505, , 
2005 Mar 31,23:50,279,294,9.7,16.6,24.1,29,1015.7,0,466, , 
2005 Abr 01,0:00,294,294,9.6,13.1,23.9,31,1015.7,0,425,13.5,13.8
2005 Abr 01,0:10,293,297,9.6,14.3,23.7,30,1015.7,0,387, , 
2005 Abr 01,0:20,294,290,11.1,14.3,23.4,28,1015.8,0,349, , 
2005 Abr 01,0:30,290,314,11.7,14.9,23,32,1015.8,0,307, , 
2005 Abr 01,0:40,296,274,9.8,13.7,22.7,37,1015.8,0,266, , 
2005 Abr 01,0:50,293,284,10.2,14.3,22.4,37,1015.9,0,226, , 
2005 Abr 01,1:00,291,277,9.2,13.7,22,43,1016,0,187, , 
2005 Abr 01,1:10,298,288,9.5,13.1,21.5,50,1016,0,149, , 
2005 Abr 01,1:20,314,315,9.6,13.7,20.7,60,1016,0,111, , 
2005 Abr 01,1:30,316,311,9.7,13.7,19.9,68,1016.1,0,77, , 
2005 Abr 01,1:40,314,335,6.6,8.5,19.2,71,1016.2,0,52, , 
2005 Abr 01,1:50,318,320,8.3,12,18.6,75,1016.3,0,29, , 
2005 Abr 01,2:00,1,319,4.7,8.5,18,79,1016.2,0,7, , 
2005 Abr 01,2:10,8,335,3.4,5.6,17.5,79,1016.2,0,-3, , 
2005 Abr 01,2:20,45,44,4.7,5.6,17,82,1016.3,0,-6, , 
2005 Abr 01,2:30,45,45,2.3,4.5,16.6,82,1016.3,0,-6, , 
2005 Abr 01,2:40,45,44,3.1,3.9,16.2,84,1016.3,0,-6, , 
2005 Abr 01,2:50,45,44,2.7,5.1,16,84,1016.4,0,-6, , 
2005 Abr 01,3:00,45,45,1.8,2.8,15.9,84,1016.4,0,-5,13,0
2005 Abr 01,3:10,45,45,2.8,4.5,15.7,85,1016.6,0,-5, , 
2005 Abr 01,3:20,45,45,2.6,3.3,15.6,85,1016.7,0,-5, , 
2005 Abr 01,3:30,45,45,3.3,4.5,15.3,86,1016.8,0,-5, , 
2005 Abr 01,3:40,45,44,5.4,6.8,15,87,1016.9,0,-5, , 
2005 Abr 01,3:50,161,168,5.7,7.9,15,86,1017,0,-4, , 
2005 Abr 01,4:00,168,168,4,6.2,14.7,87,1017.2,0,-5, , 
2005 Abr 01,4:10,168,168,5,6.2,14.2,86,1017.2,0,-5, , 
2005 Abr 01,4:20,162,122,4.5,7.4,13.7,86,1017.3,0,-5, , 
2005 Abr 01,4:30,81,77,6,7.9,13.3,86,1017.4,0,-5, , 
2005 Abr 01,4:40,118,91,5.3,6.2,13.4,86,1017.4,0,-5, , 
2005 Abr 01,4:50,135,152,4.5,5.6,13.5,87,1017.5,0,-5, , 
2005 Abr 01,5:00,144,157,5.3,6.8,13.7,83,1017.6,0,-4, , 
2005 Abr 01,5:10,153,155,4.9,6.8,14,80,1017.6,0,-4, , 
2005 Abr 01,5:20,145,151,4.4,5.6,14.1,79,1017.6,0,-5, , 
2005 Abr 01,5:30,147,154,4.5,5.6,13.8,81,1017.6,0,-5, , 
2005 Abr 01,5:40,133,153,4.3,5.6,13.6,82,1017.6,0,-5, , 
2005 Abr 01,5:50,115,154,3.8,6.2,13.4,82,1017.6,0,-5, , 
2005 Abr 01,6:00,120,163,3.1,5.1,13.1,82,1017.6,0,-5,12.7,0
2005 Abr 01,6:10,163,163,2.4,4.5,12.8,83,1017.6,0,-5, , 
2005 Abr 01,6:20,163,163,2.3,3.9,12.3,85,1017.5,0,-5, , 
2005 Abr 01,6:30,163,163,3.9,5.1,12.3,83,1017.5,0,-4, , 
2005 Abr 01,6:40,139,163,5.5,6.8,12.6,79,1017.4,0,-4, , 
2005 Abr 01,6:50,91,91,4.2,6.8,12.8,73,1017.4,0,-5, , 
2005 Abr 01,7:00,64,64,2.9,5.1,12.5,74,1017.3,0,-5, , 
2005 Abr 01,7:10,60,58,3.8,6.2,12.2,72,1017.3,0,-5, , 
2005 Abr 01,7:20,60,60,2.4,5.6,11.9,73,1017.3,0,-5, , 
2005 Abr 01,7:30,60,60,3,5.6,11.5,75,1017.1,0,-5, , 
2005 Abr 01,7:40,60,60,3.4,6.2,11.3,75,1017.1,0,-5, , 
2005 Abr 01,7:50,59,59,3.9,5.6,11.4,75,1017.1,0,-4, , 
2005 Abr 01,8:00,58,58,4.6,5.6,11.4,74,1017.1,0,-5, , 
2005 Abr 01,8:10,58,58,4,5.6,11.2,75,1017.1,0,-5, , 
2005 Abr 01,8:20,58,58,4.4,6.2,11.1,76,1017,0,-4, , 
2005 Abr 01,8:30,58,58,4.2,6.8,11,76,1017,0,-5, , 
2005 Abr 01,8:40,53,55,3.6,7.4,10.8,77,1017,0,-5, , 
2005 Abr 01,8:50,52,52,3.8,5.6,10.2,78,1017,0,-5, , 
2005 Abr 01,9:00,52,54,3.6,6.2,10,79,1017,0,-5,12.7,0
2005 Abr 01,9:10,75,84,6.6,10.2,10.2,76,1016.9,0,-4, , 
2005 Abr 01,9:20,81,76,8.5,12.5,10.7,72,1016.8,0,-3, , 
2005 Abr 01,9:30,80,69,7.2,11.4,11.1,71,1016.9,0,-4, , 
2005 Abr 01,9:40,69,61,6.8,9.7,11,71,1016.8,0,-5, , 
2005 Abr 01,9:50,56,55,5.4,8.5,10.8,73,1016.7,0,-5, , 
2005 Abr 01,10:00,68,59,7.2,10.8,10.5,74,1016.7,0,-5, , 
2005 Abr 01,10:10,64,69,8.1,10.8,10.5,73,1016.6,0,-4, , 
2005 Abr 01,10:20,80,69,8.3,10.8,10.3,73,1016.6,0,-4, , 
2005 Abr 01,10:30,77,76,8.1,11.4,10.3,72,1016.5,0,-4, , 
2005 Abr 01,10:40,81,82,9.3,12.5,10.3,71,1016.5,0,-4, , 
2005 Abr 01,10:50,78,83,7,9.7,10.3,71,1016.4,0,-4, , 
2005 Abr 01,11:00,72,70,8.1,10.8,10.4,70,1016.3,0,-4, , 
2005 Abr 01,11:10,77,73,6.7,8.5,10.4,71,1016.1,0,-4, , 
2005 Abr 01,11:20,75,79,8.2,13.1,10.4,70,1016,0,-4, , 
2005 Abr 01,11:30,82,88,8.2,12,10.5,69,1015.9,0,-4, , 
2005 Abr 01,11:40,80,84,9.3,13.1,10.7,68,1015.8,0,-4, , 
2005 Abr 01,11:50,78,87,8.7,12.5,10.7,68,1015.8,0,-4, , 
2005 Abr 01,12:00,81,91,7.9,9.7,10.7,68,1015.8,0,-4,12.7,0
2005 Abr 01,12:10,75,79,6.6,9.1,10.4,69,1015.7,0,-4, , 
2005 Abr 01,12:20,76,80,5.9,10.8,10.1,71,1015.7,0,-5, , 
2005 Abr 01,12:30,77,82,9.2,12.5,10.2,70,1015.7,0,-4, , 
2005 Abr 01,12:40,75,87,8.7,12,10.5,68,1015.7,0,-4, , 
2005 Abr 01,12:50,76,82,9.6,13.7,10.6,68,1015.6,0,-4, , 
2005 Abr 01,13:00,79,81,11,14.9,10.6,68,1015.5,0,-4, , 
2005 Abr 01,13:10,85,100,8.7,12,10.4,69,1015.5,0,-4, , 
2005 Abr 01,13:20,83,76,9.5,13.1,10.4,69,1015.5,0,-4, , 
2005 Abr 01,13:30,79,86,10.4,14.3,10.4,68,1015.4,0,-2, , 
2005 Abr 01,13:40,82,76,9.6,12,10.2,69,1015.5,0,3, , 
2005 Abr 01,13:50,81,86,7.8,10.8,9.9,70,1015.5,0,23, , 
2005 Abr 01,14:00,80,77,7.8,12.5,10,70,1015.7,0,48, , 
2005 Abr 01,14:10,80,79,9.2,13.7,10.7,67,1015.8,0,79, , 
2005 Abr 01,14:20,81,79,9.6,13.7,11.6,63,1015.8,0,112, , 
2005 Abr 01,14:30,82,93,9.3,13.7,12.3,61,1015.8,0,148, , 
2005 Abr 01,14:40,85,85,10,12.5,12.8,59,1015.9,0,187, , 
2005 Abr 01,14:50,77,87,8.4,12.5,13.3,59,1016,0,226, , 
2005 Abr 01,15:00,77,77,8,12,14.2,58,1016,0,266,12.8,19.7
2005 Abr 01,15:10,83,75,7.7,10.8,15.3,56,1016.1,0,306, , 
2005 Abr 01,15:20,85,88,7.7,10.8,16.3,54,1016.2,0,346, , 
2005 Abr 01,15:30,87,79,6.9,9.1,17.4,52,1016.1,0,385, , 
2005 Abr 01,15:40,87,91,6.9,10.2,18.5,48,1016.1,0,424, , 
2005 Abr 01,15:50,87,93,7.3,10.2,19.5,44,1016.2,0,461, , 
2005 Abr 01,16:00,68,64,6.6,9.1,20.5,41,1016.2,0,498, , 
2005 Abr 01,16:10,83,87,5.3,9.1,21.4,35,1016.3,0,534, , 
2005 Abr 01,16:20,330,344,3.9,7.4,22.1,32,1016.3,0,567, , 
2005 Abr 01,16:30,331,346,4.6,9.1,22.6,31,1016.4,0,601, , 
2005 Abr 01,16:40,10,341,4.1,9.1,22.9,32,1016.4,0,634, , 
2005 Abr 01,16:50,304,290,7.4,11.4,22.9,35,1016.5,0,663, , 
2005 Abr 01,17:00,282,299,6.2,10.8,22.6,34,1016.6,0,698, , 
2005 Abr 01,17:10,282,265,5,10.8,23,32,1016.7,0,724, , 
2005 Abr 01,17:20,262,261,7.2,12,23.3,29,1016.7,0,755, , 
2005 Abr 01,17:30,277,283,7,10.8,23.6,27,1016.7,0,787, , 
2005 Abr 01,17:40,290,308,7.1,12,24.1,25,1016.6,0,810, , 
2005 Abr 01,17:50,349,290,5.4,9.7,24.4,23,1016.6,0,834, , 
2005 Abr 01,18:00,281,279,7.2,13.7,24.9,25,1016.6,0,855,13.9,14.2
2005 Abr 01,18:10,291,272,7.9,12.5,25.2,23,1016.5,0,876, , 
2005 Abr 01,18:20,341,324,6.7,12,25.2,22,1016.3,0,898, , 
2005 Abr 01,18:30,289,270,8.2,15.4,25.5,21,1016.3,0,917, , 
2005 Abr 01,18:40,278,283,8.7,14.9,26,21,1016.2,0,934, , 
2005 Abr 01,18:50,255,256,9.7,14.9,26.1,21,1016.3,0,947, , 
2005 Abr 01,19:00,259,274,8.5,19.5,26.1,20,1016.2,0,959, , 
2005 Abr 01,19:10,233,265,8.3,14.3,26.3,20,1016.1,0,968, , 
2005 Abr 01,19:20,298,298,8.2,13.7,26.7,20,1015.9,0,974, , 
2005 Abr 01,19:30,301,292,8.4,14.3,26.8,21,1015.8,0,979, , 
2005 Abr 01,19:40,275,267,10.7,20.6,26.8,21,1015.7,0,984, , 
2005 Abr 01,19:50,279,271,14.8,24.1,26.6,20,1015.7,0,988, , 
2005 Abr 01,20:00,281,277,14.2,21.8,26.4,20,1015.7,0,990, , 
2005 Abr 01,20:10,284,285,13,18.3,26.3,19,1015.6,0,990, , 
2005 Abr 01,20:20,287,285,13.4,20.6,26.4,19,1015.6,0,985, , 
2005 Abr 01,20:30,291,303,12.3,16.6,26.5,19,1015.4,0,980, , 
2005 Abr 01,20:40,293,265,11.6,18.3,26.5,19,1015.2,0,970, , 
2005 Abr 01,20:50,282,286,10.8,16.6,26.7,18,1015,0,960, , 
2005 Abr 01,21:00,298,259,10.1,17.2,26.9,17,1014.9,0,947,13.8,15
2005 Abr 01,21:10,289,283,11.4,20.6,27.2,16,1014.7,0,934, , 
2005 Abr 01,21:20,285,279,13.3,20.6,27.2,16,1014.5,0,918, , 
2005 Abr 01,21:30,281,284,14.5,22.3,27.1,15,1014.5,0,901, , 
2005 Abr 01,21:40,291,280,16,22.9,27.1,15,1014.4,0,880, , 
2005 Abr 01,21:50,281,274,15.9,21.2,26.9,15,1014.4,0,859, , 
2005 Abr 01,22:00,283,290,14.5,20,27,16,1014.2,0,835, , 
2005 Abr 01,22:10,281,276,15.5,23.5,27,15,1014.1,0,808, , 
2005 Abr 01,22:20,293,291,16.2,22.3,26.8,16,1014,0,784, , 
2005 Abr 01,22:30,281,256,16.1,22.3,26.7,18,1014,0,754, , 
2005 Abr 01,22:40,289,292,15.7,21.2,26.3,20,1013.9,0,722, , 
2005 Abr 01,22:50,291,307,16.8,21.8,25.6,23,1014,0,691, , 
2005 Abr 01,23:00,285,282,15.4,19.5,24.8,24,1014,0,662, , 
2005 Abr 01,23:10,289,312,13.5,18.3,24.5,27,1013.9,0,631, , 
2005 Abr 01,23:20,289,303,13.2,17.7,24.1,29,1013.9,0,573, , 
2005 Abr 01,23:30,284,279,11.3,15.4,23.9,33,1013.9,0,569, , 
2005 Abr 01,23:40,309,304,10.7,16.6,24,31,1013.8,0,512, , 
2005 Abr 01,23:50,323,299,11.9,16.6,23.8,33,1013.8,0,485, , 
2005 Abr 02,0:00,314,308,11.7,16.6,23.3,42,1013.8,0,449,13.5,13.8
2005 Abr 02,0:10,309,305,12.8,17.7,22.6,47,1013.8,0,403, , 
2005 Abr 02,0:20,305,297,13.6,18.9,21.7,54,1013.8,0,345, , 
2005 Abr 02,0:30,310,310,11.1,16.6,21.3,55,1013.8,0,296, , 
2005 Abr 02,0:40,307,311,10.5,14.3,21.2,52,1013.8,0,257, , 
2005 Abr 02,0:50,310,320,9.9,14.9,20.9,53,1013.7,0,198, , 
2005 Abr 02,1:00,320,325,8,13.1,20.6,50,1013.7,0,138, , 
2005 Abr 02,1:10,320,320,9.4,13.7,20.4,52,1013.6,0,124, , 
2005 Abr 02,1:20,314,317,10.7,13.7,20.1,57,1013.5,0,72, , 
2005 Abr 02,1:30,314,321,10.6,14.3,19.3,64,1013.5,0,39, , 
2005 Abr 02,1:40,314,308,9.6,14.9,18.6,69,1013.6,0,39, , 
2005 Abr 02,1:50,322,333,8.4,13.1,18.2,75,1013.4,0,39, , 
2005 Abr 02,2:00,319,317,8.3,12,17.8,80,1013.4,0,13, , 
2005 Abr 02,2:10,322,315,6.3,9.1,17.3,83,1013.4,0,-1, , 
2005 Abr 02,2:20,324,340,6,7.9,16.8,86,1013.5,0,-5, , 
2005 Abr 02,2:30,332,346,6.2,9.1,16.5,87,1013.5,0,-5, , 
2005 Abr 02,2:40,302,276,4,5.6,16.2,87,1013.7,0,-5, , 
2005 Abr 02,2:50,319,335,4.7,6.8,15.7,90,1013.6,0,-5, , 
2005 Abr 02,3:00,327,340,5.7,7.9,15.5,90,1013.7,0,-5,13,0
2005 Abr 02,3:10,354,343,4.8,6.2,15.3,91,1013.6,0,-5, , 
2005 Abr 02,3:20,27,30,3.9,6.8,15,92,1013.6,0,-5, , 
2005 Abr 02,3:30,43,46,3.9,5.6,15,93,1013.6,0,-5, , 
2005 Abr 02,3:40,46,49,4.8,6.2,14.9,93,1013.6,0,-5, , 
2005 Abr 02,3:50,51,51,1.9,3.3,14.7,92,1013.9,0,-6, , 
2005 Abr 02,4:00,49,45,2.6,5.1,14.3,93,1014,0,-5, , 
2005 Abr 02,4:10,46,46,3.8,5.6,14.2,92,1014,0,-5, , 
2005 Abr 02,4:20,47,47,2.2,3.9,13.9,92,1014,0,-5, , 
2005 Abr 02,4:30,48,52,4,6.2,13.6,93,1014,0,-5, , 
2005 Abr 02,4:40,52,52,3.7,4.5,13.4,91,1014,0,-5, , 
2005 Abr 02,4:50,52,52,2.9,4.5,13.1,90,1014.1,0,-5, , 
2005 Abr 02,5:00,52,52,0,0,12.7,89,1014.3,0,-6, , 
2005 Abr 02,5:10,52,52,2,4.5,12.3,91,1014.3,0,-5, , 
2005 Abr 02,5:20,51,49,4.1,6.2,12.1,92,1014.3,0,-4, , 
2005 Abr 02,5:30,59,59,3.8,5.1,12,88,1014.4,0,-5, , 
2005 Abr 02,5:40,58,58,2.8,4.5,11.9,89,1014.3,0,-5, , 
2005 Abr 02,5:50,60,58,6.4,9.7,11.8,88,1014.2,0,-4, , 
2005 Abr 02,6:00,65,65,7,9.1,12,86,1014.1,0,-4,12.7,0
2005 Abr 02,6:10,74,65,7.8,10.2,11.9,82,1014,0,-4, , 
2005 Abr 02,6:20,67,67,8.7,10.8,11.6,80,1013.8,0,-4, , 
2005 Abr 02,6:30,77,78,7.3,10.2,11.6,79,1013.8,0,-4, , 
2005 Abr 02,6:40,85,91,6.9,9.1,11.3,80,1013.9,0,-5, , 
2005 Abr 02,6:50,69,72,6.5,9.7,11.4,79,1013.8,0,-4, , 
2005 Abr 02,7:00,55,55,3.8,5.6,11.3,78,1014.1,0,-5, , 
2005 Abr 02,7:10,55,55,1.6,0,10.8,79,1014.2,0,-5, , 
2005 Abr 02,7:20,55,55,2,4.5,10.4,83,1013.9,0,-5, , 
2005 Abr 02,7:30,55,55,2.4,3.3,10.1,86,1013.8,0,-5, , 
2005 Abr 02,7:40,55,55,2.1,3.3,9.8,85,1013.7,0,-5, , 
2005 Abr 02,7:50,55,55,0,0,9.4,84,1013.9,0,-5, , 
2005 Abr 02,8:00,55,55,2.7,6.2,9.3,87,1013.9,0,-4, , 
2005 Abr 02,8:10,56,51,5,9.1,9.6,84,1013.6,0,-4, , 
2005 Abr 02,8:20,73,73,4.5,6.8,9.6,80,1013.7,0,-4, , 
2005 Abr 02,8:30,73,67,5,7.9,9.5,79,1013.6,0,-4, , 
2005 Abr 02,8:40,74,75,4.1,7.4,9.4,77,1013.3,0,-4, , 
2005 Abr 02,8:50,72,70,4.7,7.9,9.3,78,1013,0,-4, , 
2005 Abr 02,9:00,73,76,4.9,6.8,9.2,78,1012.7,0,-4,12.7,0
2005 Abr 02,9:10,81,86,5.7,8.5,9.3,76,1012.5,0,-4, , 
2005 Abr 02,9:20,85,93,5.7,8.5,9.3,77,1012.5,0,-4, , 
2005 Abr 02,9:30,66,66,3.6,5.1,9.3,77,1012.5,0,-4, , 
2005 Abr 02,9:40,66,239,1.8,5.6,8.9,78,1012.6,0,-5, , 
2005 Abr 02,9:50,210,208,2,3.3,8.4,81,1012.5,0,-5, , 
2005 Abr 02,10:00,207,205,1.9,3.9,8,84,1012.3,0,-5, , 
2005 Abr 02,10:10,201,202,3.9,6.2,7.9,85,1012.1,0,-4, , 
2005 Abr 02,10:20,81,61,6,8.5,8.1,81,1011.8,0,-3, , 
2005 Abr 02,10:30,74,65,5.5,6.8,8.3,80,1011.7,0,-4, , 
2005 Abr 02,10:40,74,79,6.5,10.8,8.6,80,1011.5,0,-4, , 
2005 Abr 02,10:50,73,78,8,10.8,8.9,75,1011.2,0,-3, , 
2005 Abr 02,11:00,74,68,7.8,10.8,9.1,74,1010.9,0,-4, , 
2005 Abr 02,11:10,77,78,6.5,10.2,8.9,75,1010.7,0,-4, , 
2005 Abr 02,11:20,75,71,8.6,12,8.7,74,1010.6,0,-4, , 
2005 Abr 02,11:30,77,71,5.2,7.4,8.5,74,1010.7,0,-4, , 
2005 Abr 02,11:40,80,80,5.4,7.4,8.3,75,1010.7,0,-4, , 
2005 Abr 02,11:50,78,78,4.2,5.1,8.2,76,1010.7,0,-4, , 
2005 Abr 02,12:00,77,77,3.4,5.6,8,76,1010.8,0,-5,12.6,0
2005 Abr 02,12:10,80,77,5.2,6.8,7.9,76,1010.9,0,-4, , 
2005 Abr 02,12:20,80,78,4.5,5.6,7.7,76,1010.9,0,-4, , 
2005 Abr 02,12:30,74,72,5.8,8.5,7.7,76,1011,0,-4, , 
2005 Abr 02,12:40,77,76,6.5,9.1,7.8,75,1011.1,0,-4, , 
2005 Abr 02,12:50,80,74,6.7,9.7,7.9,74,1011.3,0,-4, , 
2005 Abr 02,13:00,75,80,7.3,9.7,8.1,73,1011.5,0,-4, , 
2005 Abr 02,13:10,72,68,7.3,9.7,8.3,72,1011.7,0,-3, , 
2005 Abr 02,13:20,70,68,7.7,10.2,8.4,71,1011.9,0,-3, , 
2005 Abr 02,13:30,76,79,6.8,9.7,8.5,71,1012,0,3, , 
2005 Abr 02,13:40,69,69,7,11.4,8.4,71,1011.9,0,6, , 
2005 Abr 02,13:50,65,69,9.1,12.5,8.9,70,1011.9,0,21, , 
2005 Abr 02,14:00,73,70,7.2,10.2,9.1,70,1011.8,0,30, , 
2005 Abr 02,14:10,78,77,4.6,6.2,9,71,1011.9,0,50, , 
2005 Abr 02,14:20,85,94,4.3,6.2,9.1,72,1012.1,0,126, , 
2005 Abr 02,14:30,82,81,3.5,5.6,10.1,71,1012.2,0,150, , 
2005 Abr 02,14:40,70,68,2.8,5.6,11.2,69,1012.3,0,208, , 
2005 Abr 02,14:50,72,84,3.7,5.6,12.5,65,1012.2,0,258, , 
2005 Abr 02,15:00,82,81,4,5.6,13.8,61,1012.1,0,195,12.9,13.2
2005 Abr 02,15:10,82,82,3.1,4.5,14.6,59,1012.2,0,259, , 
2005 Abr 02,15:20,82,82,3.9,5.6,15.4,57,1012.2,0,278, , 
2005 Abr 02,15:30,82,82,2.2,3.3,16.4,54,1012.2,0,371, , 
2005 Abr 02,15:40,82,82,2.4,3.9,17.9,51,1012.1,0,422, , 
2005 Abr 02,15:50,82,82,2.6,3.3,19.2,48,1012,0,430, , 
2005 Abr 02,16:00,6,331,3.1,6.2,20,45,1011.8,0,485, , 
2005 Abr 02,16:10,34,351,3.1,5.1,20.7,43,1011.6,0,460, , 
2005 Abr 02,16:20,57,57,1.8,2.8,21.6,41,1011.7,0,493, , 
2005 Abr 02,16:30,57,57,2.3,3.9,22.3,39,1011.7,0,637, , 
2005 Abr 02,16:40,212,209,3.9,7.4,23,38,1011.8,0,578, , 
2005 Abr 02,16:50,213,260,4.8,7.4,23.2,37,1011.8,0,573, , 
2005 Abr 02,17:00,255,262,5.3,7.4,23.4,37,1011.8,0,647, , 
2005 Abr 02,17:10,239,284,5.9,9.1,23.7,36,1012,0,626, , 
2005 Abr 02,17:20,287,294,7.7,9.7,24,33,1012.1,0,703, , 
2005 Abr 02,17:30,276,302,6.8,10.2,24.2,33,1012.1,0,633, , 
2005 Abr 02,17:40,318,306,6.9,12,24.4,30,1012.2,0,694, , 
2005 Abr 02,17:50,304,313,7.3,12,24.9,28,1012.2,0,801, , 
2005 Abr 02,18:00,306,318,8.5,12,25.3,28,1012.1,0,803,13.9,14.2
2005 Abr 02,18:10,320,300,9.1,14.9,25.6,36,1011.9,0,793, , 
2005 Abr 02,18:20,313,291,9.9,14.3,25.7,34,1012,0,854, , 
2005 Abr 02,18:30,307,323,10.6,13.7,25.4,30,1012.1,0,886, , 
2005 Abr 02,18:40,305,297,9.9,14.9,25.7,28,1012.1,0,858, , 
2005 Abr 02,18:50,304,304,10.4,15.4,25.8,25,1012,0,840, , 
2005 Abr 02,19:00,294,303,10.5,14.9,25.9,25,1011.9,0,952, , 
2005 Abr 02,19:10,318,307,10.5,15.4,26.4,24,1011.7,0,964, , 
2005 Abr 02,19:20,303,308,11.9,17.7,26.5,23,1011.7,0,949, , 
2005 Abr 02,19:30,309,328,12.9,17.7,26.6,22,1011.6,0,986, , 
2005 Abr 02,19:40,309,289,13.1,19.5,26.8,21,1011.5,0,971, , 
2005 Abr 02,19:50,302,305,14.4,21.8,26.9,25,1011.4,0,982, , 
2005 Abr 02,20:00,299,301,15.7,21.2,26.8,26,1011.6,0,991, , 
2005 Abr 02,20:10,295,289,17.8,23.5,26.2,32,1011.5,0,947, , 
2005 Abr 02,20:20,298,301,17.9,24.6,24.9,41,1011.5,0,937, , 
2005 Abr 02,20:30,310,302,17.3,23.5,23.7,45,1011.3,0,910, , 
2005 Abr 02,20:40,302,308,17.1,22.9,23.1,44,1011.2,0,880, , 
2005 Abr 02,20:50,303,301,16.6,22.3,22.9,46,1011.1,0,816, , 
2005 Abr 02,21:00,310,310,14,21.2,22.8,48,1010.9,0,661,13.7,14
2005 Abr 02,21:10,322,313,12.8,18.3,23,45,1010.7,0,558, , 
2005 Abr 02,21:20,311,314,14.7,23.5,22.8,47,1010.6,0,633, , 
2005 Abr 02,21:30,306,305,15.2,21.8,22.3,51,1010.7,0,558, , 
2005 Abr 02,21:40,310,329,15.1,20.6,22.1,51,1010.7,0,577, , 
2005 Abr 02,21:50,306,299,14.4,21.8,21.9,52,1010.7,0,624, , 
2005 Abr 02,22:00,308,301,13.3,18.9,21.8,47,1010.5,0,607, , 
2005 Abr 02,22:10,310,295,11,17.2,22,45,1010.5,0,599, , 
2005 Abr 02,22:20,316,301,12.3,17.2,22.2,43,1010.4,0,526, , 
2005 Abr 02,22:30,320,312,13.1,21.8,22.1,42,1010.3,0,442, , 
2005 Abr 02,22:40,317,316,13.7,18.9,21.7,41,1010.1,0,537, , 
2005 Abr 02,22:50,322,350,11.1,16,22,41,1010.2,0,548, , 
2005 Abr 02,23:00,312,305,14.5,20.6,21.9,44,1010.2,0,423, , 
2005 Abr 02,23:10,314,304,14.2,24.6,21.4,49,1010.2,0,356, , 
2005 Abr 02,23:20,311,304,14.6,20,20.9,51,1010.3,0,382, , 
2005 Abr 02,23:30,313,317,14.5,18.9,20.7,55,1010.4,0,318, , 
2005 Abr 02,23:40,321,302,13.5,20,20.3,59,1010.3,0,261, , 
2005 Abr 02,23:50,320,332,12.6,18.9,20,52,1010,0,255, , 
2005 Abr 03,0:00,324,343,11.9,17.2,20.1,50,1009.8,0,215,13.5,13.7
2005 Abr 03,0:10,329,332,11.3,16.6,20.1,48,1009.8,0,185, , 
2005 Abr 03,0:20,320,318,10.4,16,20,52,1009.9,0,165, , 
2005 Abr 03,0:30,315,301,11.6,17.2,19.7,54,1010,0,135, , 
2005 Abr 03,0:40,310,303,13.5,18.3,19.3,57,1010.2,0,107, , 
2005 Abr 03,0:50,309,301,11.3,16,18.9,64,1010.3,0,102, , 
2005 Abr 03,1:00,293,286,12.9,17.7,18.4,75,1010.5,0,83, , 
2005 Abr 03,1:10,298,300,12.1,16,17.8,83,1010.6,0,65, , 
2005 Abr 03,1:20,307,305,9.4,13.7,17.5,86,1010.4,0,47, , 
2005 Abr 03,1:30,322,322,7.8,13.1,17.3,87,1010.3,0,33, , 
2005 Abr 03,1:40,330,343,8.7,13.7,17.1,89,1010.1,0,23, , 
2005 Abr 03,1:50,329,346,7.6,10.8,16.9,91,1010.1,0,11, , 
2005 Abr 03,2:00,317,327,7.7,10.2,16.7,94,1010.3,0,1, , 
2005 Abr 03,2:10,323,334,7,10.2,16.5,96,1010.3,0,-2, , 
2005 Abr 03,2:20,321,329,7.6,10.8,16.3,97,1010.3,0,-3, , 
2005 Abr 03,2:30,315,315,8.1,11.4,16.2,98,1010.4,0,-3, , 
