Date,Time,Dir deg,WSMDir deg,WSK kph,WSMK kph,AvgTemp C,AvgRh %,AvgBP mbar,Rain mm,AvgSR W/m^2,Batt V,Spanel V
2004 Abr 10,18:50,309,288,12.3,22.3,17.7,80,1012.4,0,512, , 
2004 Abr 10,19:00,305,292,14.7,20,17.9,80,1012.2,0,475, , 
2004 Abr 10,19:10,311,302,13.4,23.5,18.1,79,1012.3,0,518, , 
2004 Abr 10,19:20,308,299,13.5,20.6,18.1,78,1012.2,0,518, , 
2004 Abr 10,19:30,299,276,14.8,23.5,18,79,1012.1,0,518, , 
2004 Abr 10,19:40,292,304,15.5,22.9,18.1,78,1012.1,0,600, , 
2004 Abr 10,19:50,287,275,16.6,22.9,18.1,79,1012.1,0,736, , 
2004 Abr 10,20:00,301,277,17.3,23.5,18.1,79,1012.1,0,695, , 
2004 Abr 10,20:10,297,288,16.1,21.2,18.1,79,1012,0,643, , 
2004 Abr 10,20:20,285,303,15.6,22.3,18.2,79,1012,0,533, , 
2004 Abr 10,20:30,293,294,15.2,21.8,18.3,78,1012,0,553, , 
2004 Abr 10,20:40,290,304,15.6,22.3,18.1,79,1011.9,0,501, , 
2004 Abr 10,20:50,302,289,14.6,22.3,18.3,78,1011.9,0,535, , 
2004 Abr 10,21:00,304,305,15.8,24.6,18.5,78,1011.8,0,546,13.8,14.1
2004 Abr 10,21:10,299,290,15.8,21.8,18.6,78,1011.7,0,513, , 
2004 Abr 10,21:20,303,303,15.6,22.9,18.7,77,1011.7,0,482, , 
2004 Abr 10,21:30,307,306,15.2,23.5,18.5,78,1011.7,0,375, , 
2004 Abr 10,21:40,304,300,17.2,24.6,18.2,80,1011.6,0,362, , 
2004 Abr 10,21:50,300,319,18.8,26.4,17.9,80,1011.6,0,329, , 
2004 Abr 10,22:00,299,304,18.6,27.5,17.8,81,1011.6,0,256, , 
2004 Abr 10,22:10,299,309,18.2,26.9,17.6,82,1011.5,0,236, , 
2004 Abr 10,22:20,300,308,21.9,30.4,17.3,83,1011.4,0,242, , 
2004 Abr 10,22:30,303,302,20.7,28.1,17.2,84,1011.4,0,249, , 
2004 Abr 10,22:40,310,301,21.2,28.1,17.2,82,1011.3,0,262, , 
2004 Abr 10,22:50,299,277,19.9,28.1,17.2,82,1011.3,0,267, , 
2004 Abr 10,23:00,300,300,22.6,29.8,17.1,82,1011.3,0,254, , 
2004 Abr 10,23:10,302,298,24,33.3,16.9,83,1011.4,0,217, , 
2004 Abr 10,23:20,298,304,23.1,31,16.7,83,1011.4,0,212, , 
2004 Abr 10,23:30,305,304,20.9,29.8,16.7,83,1011.3,0,210, , 
2004 Abr 10,23:40,306,305,22.8,29.8,16.6,83,1011.3,0,195, , 
2004 Abr 10,23:50,304,305,21.1,31,16.5,84,1011.3,0,185, , 
2004 Abr 11,0:00,310,302,20.1,28.1,16.4,84,1011.3,0,145,13.6,13.8
2004 Abr 11,0:10,314,298,19.4,28.1,16.2,84,1011.3,0,119, , 
2004 Abr 11,0:20,313,311,17,25.2,16.2,84,1011.4,0,99, , 
2004 Abr 11,0:30,314,301,18.3,25.2,16.1,84,1011.5,0,83, , 
2004 Abr 11,0:40,312,306,20.8,28.1,16,84,1011.5,0,75, , 
2004 Abr 11,0:50,310,313,21.5,30.4,15.7,85,1011.5,0,64, , 
2004 Abr 11,1:00,309,298,19.8,28.7,15.6,86,1011.6,0,50, , 
2004 Abr 11,1:10,304,303,21.2,30.4,15.5,85,1011.6,0,41, , 
2004 Abr 11,1:20,306,295,19.4,26.9,15.5,85,1011.7,0,33, , 
2004 Abr 11,1:30,309,309,18.5,28.1,15.5,86,1011.7,0,24, , 
2004 Abr 11,1:40,311,308,21,29.8,15.4,87,1011.7,0,17, , 
2004 Abr 11,1:50,313,310,19.2,26.9,15.3,86,1011.7,0,11, , 
2004 Abr 11,2:00,311,307,17.7,26.4,15.2,87,1011.7,0,4, , 
2004 Abr 11,2:10,313,315,16.5,25.2,15.2,87,1011.8,0,1, , 
2004 Abr 11,2:20,313,309,19.9,29.2,15.2,87,1012,0,-1, , 
2004 Abr 11,2:30,312,326,18,25.2,15.2,87,1012.1,0,-1, , 
2004 Abr 11,2:40,315,331,18.1,24.1,15.1,87,1012.2,0,-1, , 
2004 Abr 11,2:50,318,315,16.9,25.2,15.1,88,1012.2,0,-1, , 
2004 Abr 11,3:00,322,332,15,22.9,15.1,87,1012.3,0,-1,13,0
2004 Abr 11,3:10,313,322,17.1,24.1,15.1,87,1012.2,0,-1, , 
2004 Abr 11,3:20,312,308,16.5,23.5,15,88,1012.4,0,-1, , 
2004 Abr 11,3:30,325,333,15.5,24.1,15.1,87,1012.6,0,-1, , 
2004 Abr 11,3:40,325,306,15,22.3,15.1,87,1012.7,0,-1, , 
2004 Abr 11,3:50,324,330,13.6,22.9,15.1,87,1012.8,0,-1, , 
2004 Abr 11,4:00,320,319,15.1,23.5,15.2,87,1012.8,0,-1, , 
2004 Abr 11,4:10,316,310,13.8,19.5,15.2,87,1012.7,0,-1, , 
2004 Abr 11,4:20,324,328,12.5,17.2,15.2,88,1012.8,0,-1, , 
2004 Abr 11,4:30,333,337,10.9,18.9,15.2,88,1012.8,0,-1, , 
2004 Abr 11,4:40,329,319,11.5,18.9,15.2,88,1012.9,0,-1, , 
2004 Abr 11,4:50,328,316,11.9,18.9,15.2,88,1012.8,0,-1, , 
2004 Abr 11,5:00,336,334,11.6,17.7,15.2,88,1012.8,0,-1, , 
2004 Abr 11,5:10,346,354,4.1,14.3,15.2,88,1012.7,0,-1, , 
2004 Abr 11,5:20,327,348,10.9,18.9,15.2,88,1012.6,0,-1, , 
2004 Abr 11,5:30,320,315,12.1,20,15.2,88,1012.6,0,-1, , 
2004 Abr 11,5:40,318,319,10.2,15.4,15.1,89,1012.6,0,-1, , 
2004 Abr 11,5:50,312,313,11.7,18.9,15.1,89,1012.4,0,-1, , 
2004 Abr 11,6:00,309,321,10,15.4,15,90,1012.2,0,-1,12.9,0
2004 Abr 11,6:10,312,316,11.4,16.6,15,90,1012.2,0,-1, , 
2004 Abr 11,6:20,318,308,9.5,16.6,15,90,1012.2,0,-1, , 
2004 Abr 11,6:30,316,301,10.1,16.6,15,90,1012.2,0,-1, , 
2004 Abr 11,6:40,321,310,8,13.1,15,90,1012.1,0,-1, , 
2004 Abr 11,6:50,315,308,8.7,15.4,15,90,1012,0,-1, , 
2004 Abr 11,7:00,313,307,9.1,14.3,14.9,90,1012,0,-1, , 
2004 Abr 11,7:10,320,312,8.7,13.1,14.9,91,1012,0,-1, , 
2004 Abr 11,7:20,339,335,10,18.3,14.8,91,1011.9,0,-1, , 
2004 Abr 11,7:30,322,319,7.5,13.1,14.8,91,1011.9,0,-1, , 
2004 Abr 11,7:40,307,315,10.9,16.6,14.8,91,1011.9,0,-1, , 
2004 Abr 11,7:50,316,318,9.1,19.5,14.8,92,1011.8,0,-1, , 
2004 Abr 11,8:00,318,320,7,12.5,14.7,92,1011.8,0,-1, , 
2004 Abr 11,8:10,313,313,8.1,12.5,14.7,92,1011.9,0,-1, , 
2004 Abr 11,8:20,305,305,7.4,13.1,14.7,92,1011.9,0,-1, , 
2004 Abr 11,8:30,302,298,7.5,14.9,14.7,92,1011.9,0,-1, , 
2004 Abr 11,8:40,301,305,6.4,14.9,14.7,92,1011.9,0,-1, , 
2004 Abr 11,8:50,289,289,7.6,13.1,14.6,92,1011.8,0,-1, , 
2004 Abr 11,9:00,292,291,3.9,12,14.6,92,1011.7,0,-1,12.8,0
2004 Abr 11,9:10,304,291,6.3,14.3,14.6,92,1011.7,0,-1, , 
2004 Abr 11,9:20,315,318,2,9.1,14.6,92,1011.8,0,-1, , 
2004 Abr 11,9:30,312,318,0,0,14.6,92,1011.7,0,-1, , 
2004 Abr 11,9:40,309,303,8,15.4,14.6,91,1011.6,0,-1, , 
2004 Abr 11,9:50,340,345,5,9.7,14.6,91,1011.5,0,-1, , 
2004 Abr 11,10:00,334,313,2.8,10.2,14.6,92,1011.4,0,-1, , 
2004 Abr 11,10:10,338,347,8.1,14.3,14.6,92,1011.4,0,-1, , 
2004 Abr 11,10:20,336,337,1.7,3.9,14.6,92,1011.3,0,-1, , 
2004 Abr 11,10:30,339,324,4.9,11.4,14.6,92,1011.2,0,-1, , 
2004 Abr 11,10:40,345,337,6.2,13.1,14.7,93,1011,0,-1, , 
2004 Abr 11,10:50,349,340,5.5,13.7,14.7,92,1010.9,0,-1, , 
2004 Abr 11,11:00,343,346,1.7,3.9,14.7,93,1010.8,0,-1, , 
2004 Abr 11,11:10,353,340,3.1,10.2,14.7,93,1010.7,0,-1, , 
2004 Abr 11,11:20,2,27,2.9,8.5,14.7,92,1010.6,0,-1, , 
2004 Abr 11,11:30,339,325,4.5,12.5,14.7,91,1010.5,0,-1, , 
2004 Abr 11,11:40,329,325,0,0,14.7,91,1010.6,0,-1, , 
2004 Abr 11,11:50,328,320,2.2,11.4,14.7,90,1010.7,0,-1, , 
2004 Abr 11,12:00,334,353,6.5,14.3,14.8,90,1010.8,0,-1,12.8,0
2004 Abr 11,12:10,331,321,6.2,12.5,14.8,90,1010.9,0,-1, , 
2004 Abr 11,12:20,333,335,3.6,9.7,14.9,90,1010.9,0,-1, , 
2004 Abr 11,12:30,326,330,3.2,10.8,14.9,90,1010.9,0,-1, , 
2004 Abr 11,12:40,334,322,2.5,10.8,14.9,90,1010.9,0,-1, , 
2004 Abr 11,12:50,326,324,6.8,13.1,14.9,90,1011,0,-1, , 
2004 Abr 11,13:00,325,322,2.7,9.7,14.9,90,1011.2,0,-1, , 
2004 Abr 11,13:10,323,344,3.9,9.1,15,90,1011.3,0,-1, , 
2004 Abr 11,13:20,319,319,2.5,6.8,15,90,1011.4,0,-1, , 
2004 Abr 11,13:30,317,319,0,0,15,90,1011.5,0,0, , 
2004 Abr 11,13:40,318,319,0,0,15,91,1011.6,0,3, , 
2004 Abr 11,13:50,321,319,0,0,15,91,1011.8,0,6, , 
2004 Abr 11,14:00,319,319,0,0,15,90,1012,0,10, , 
2004 Abr 11,14:10,323,319,0,0,15.1,90,1012.2,0,15, , 
2004 Abr 11,14:20,317,318,4.7,12.5,15.1,90,1012.3,0,20, , 
2004 Abr 11,14:30,316,318,2.9,7.9,15.2,88,1012.6,0,28, , 
2004 Abr 11,14:40,319,322,1.7,2.2,15.3,89,1012.9,0,41, , 
2004 Abr 11,14:50,313,301,7.4,11.4,15.4,89,1012.9,0,63, , 
2004 Abr 11,15:00,316,300,6.5,13.1,15.5,89,1013,0,80,12.8,17.5
2004 Abr 11,15:10,318,314,6.2,12.5,15.6,90,1013.1,0,102, , 
2004 Abr 11,15:20,306,309,9.1,12.5,15.6,90,1013.1,0,116, , 
2004 Abr 11,15:30,324,335,7.7,12,15.7,89,1013,0,135, , 
2004 Abr 11,15:40,328,318,6,12.5,15.9,87,1012.9,0,174, , 
2004 Abr 11,15:50,349,330,5.9,14.3,16.1,84,1013,0,193, , 
2004 Abr 11,16:00,341,332,5.4,14.3,16.4,83,1013.1,0,212, , 
2004 Abr 11,16:10,337,336,4.2,11.4,16.6,82,1013,0,256, , 
2004 Abr 11,16:20,338,337,4.3,12.5,16.8,81,1012.9,0,303, , 
2004 Abr 11,16:30,7,341,4.6,12,17.1,80,1012.9,0,375, , 
2004 Abr 11,16:40,340,24,1.6,2.8,17.6,79,1012.9,0,664, , 
2004 Abr 11,16:50,328,24,0,0,18.3,76,1012.8,0,699, , 
2004 Abr 11,17:00,340,329,4.8,14.3,18.5,74,1012.7,0,714, , 
2004 Abr 11,17:10,343,350,9.8,15.4,18.4,74,1012.7,0,734, , 
2004 Abr 11,17:20,316,314,10.8,19.5,18.5,74,1012.7,0,752, , 
2004 Abr 11,17:30,311,295,12.3,18.9,18.5,74,1012.7,0,783, , 
2004 Abr 11,17:40,298,312,12.7,22.3,18.7,72,1012.6,0,810, , 
2004 Abr 11,17:50,310,274,11.3,21.2,18.9,72,1012.5,0,832, , 
2004 Abr 11,18:00,279,270,11.4,17.7,19,71,1012.6,0,852,13.9,14.3
2004 Abr 11,18:10,300,315,13.2,19.5,19.2,70,1012.7,0,873, , 
2004 Abr 11,18:20,290,284,13.4,20.6,19.2,70,1012.6,0,891, , 
2004 Abr 11,18:30,306,316,13.2,20,19.4,69,1012.5,0,912, , 
2004 Abr 11,18:40,296,318,11.1,17.7,19.3,69,1012.5,0,928, , 
2004 Abr 11,18:50,299,285,12,17.7,19.6,69,1012.3,0,941, , 
2004 Abr 11,19:00,308,311,10.4,19.5,19.7,69,1012.2,0,949, , 
2004 Abr 11,19:10,315,304,12.6,19.5,19.7,69,1012.2,0,956, , 
2004 Abr 11,19:20,305,310,13.7,21.8,19.7,70,1012.2,0,957, , 
2004 Abr 11,19:30,298,298,14.4,25.2,19.6,70,1012,0,964, , 
2004 Abr 11,19:40,314,301,13.3,25.2,19.5,70,1011.9,0,970, , 
2004 Abr 11,19:50,299,309,13.8,23.5,19.7,70,1011.9,0,982, , 
2004 Abr 11,20:00,317,313,12.5,20.6,19.8,69,1011.9,0,970, , 
2004 Abr 11,20:10,302,304,15,21.2,19.7,69,1011.8,0,963, , 
2004 Abr 11,20:20,303,306,15.5,24.1,19.5,70,1011.7,0,968, , 
2004 Abr 11,20:30,304,321,14.3,22.9,19.4,70,1011.8,0,956, , 
2004 Abr 11,20:40,310,294,13.1,21.8,19.5,70,1011.9,0,945, , 
2004 Abr 11,20:50,306,298,17.3,25.8,19.4,71,1011.9,0,938, , 
2004 Abr 11,21:00,303,304,16.2,23.5,19.1,72,1011.8,0,924,14,14.3
2004 Abr 11,21:10,304,293,14.7,24.6,19.1,72,1011.8,0,892, , 
2004 Abr 11,21:20,313,293,15.1,21.8,19.1,72,1011.7,0,861, , 
2004 Abr 11,21:30,301,296,13.3,24.1,19.1,72,1011.6,0,823, , 
2004 Abr 11,21:40,300,292,14.8,22.9,19.3,72,1011.4,0,783, , 
2004 Abr 11,21:50,302,309,15.3,25.2,19.3,72,1011.3,0,795, , 
2004 Abr 11,22:00,308,317,17,25.2,19.3,73,1011.2,0,759, , 
2004 Abr 11,22:10,307,294,16.4,24.1,19.1,74,1011.2,0,693, , 
2004 Abr 11,22:20,314,308,17,26.4,19,74,1011,0,707, , 
2004 Abr 11,22:30,316,318,14.6,21.2,18.9,74,1011.1,0,660, , 
2004 Abr 11,22:40,314,304,16,22.9,18.8,75,1011.1,0,597, , 
2004 Abr 11,22:50,318,317,13.5,21.8,18.8,76,1011.1,0,496, , 
2004 Abr 11,23:00,318,314,14.3,23.5,18.8,76,1011.1,0,403, , 
2004 Abr 11,23:10,314,305,14.6,24.1,18.7,76,1011,0,432, , 
2004 Abr 11,23:20,319,328,16.1,26.4,18.6,77,1010.9,0,486, , 
2004 Abr 11,23:30,316,308,15.3,22.9,18.6,78,1010.8,0,489, , 
2004 Abr 11,23:40,312,312,16.2,24.6,18.7,78,1010.8,0,459, , 
2004 Abr 11,23:50,319,326,14.9,20.6,18.6,78,1010.7,0,420, , 
2004 Abr 12,0:00,318,309,14.6,22.9,18.6,78,1010.7,0,359,13.7,14
2004 Abr 12,0:10,310,313,16.7,21.8,18.5,79,1010.7,0,350, , 
2004 Abr 12,0:20,306,312,17.2,24.6,18.2,80,1010.7,0,296, , 
2004 Abr 12,0:30,312,307,16.3,21.8,18,81,1010.7,0,249, , 
2004 Abr 12,0:40,313,303,17.6,26.4,17.9,82,1010.6,0,229, , 
2004 Abr 12,0:50,315,316,18.1,27.5,17.7,82,1010.6,0,186, , 
2004 Abr 12,1:00,316,320,15.3,22.9,17.6,83,1010.7,0,140, , 
2004 Abr 12,1:10,313,310,17,25.2,17.1,84,1010.8,0,112, , 
2004 Abr 12,1:20,316,307,16,23.5,16.9,86,1010.8,0,87, , 
2004 Abr 12,1:30,323,334,16.7,23.5,16.7,86,1010.7,0,67, , 
2004 Abr 12,1:40,324,315,17.3,25.2,16.6,87,1010.7,0,45, , 
2004 Abr 12,1:50,324,311,17.2,26.9,16.4,88,1010.9,0,26, , 
2004 Abr 12,2:00,327,305,14.9,22.9,16.2,89,1011,0,12, , 
2004 Abr 12,2:10,333,337,16.9,24.6,16.1,89,1010.8,0,1, , 
2004 Abr 12,2:20,335,335,18.1,27.5,15.9,90,1010.8,0,-2, , 
2004 Abr 12,2:30,334,333,13.8,21.8,15.8,91,1011,0,-3, , 
2004 Abr 12,2:40,336,348,14.8,24.6,15.7,91,1011.2,0,-3, , 
2004 Abr 12,2:50,337,320,15.2,22.3,15.7,92,1011.3,0,-3, , 
2004 Abr 12,3:00,341,339,14.7,23.5,15.6,92,1011.5,0,-3,13.1,0
2004 Abr 12,3:10,344,339,12.4,18.3,15.5,92,1011.7,0,-3, , 
2004 Abr 12,3:20,338,343,11.6,17.2,15.5,93,1011.9,0,-3, , 
2004 Abr 12,3:30,342,357,9.8,15.4,15.4,93,1012.1,0,-3, , 
2004 Abr 12,3:40,337,342,8,13.7,15.4,93,1012.1,0,-3, , 
2004 Abr 12,3:50,340,347,11.2,16.6,15.4,93,1012.1,0,-3, , 
2004 Abr 12,4:00,332,333,8,14.3,15.3,93,1012.3,0,-3, , 
2004 Abr 12,4:10,327,327,3,8.5,15.3,94,1012.7,0,-4, , 
2004 Abr 12,4:20,328,321,4,10.8,15.2,94,1012.9,0,-4, , 
2004 Abr 12,4:30,322,309,5.5,12,15.1,95,1013,0,-4, , 
2004 Abr 12,4:40,323,325,4.1,11.4,15.1,95,1013,0,-4, , 
2004 Abr 12,4:50,327,329,3.4,9.7,15.1,96,1013.2,0,-2, , 
2004 Abr 12,5:00,337,337,2.8,10.2,15.2,96,1013.2,0,-2, , 
2004 Abr 12,5:10,329,309,1.9,6.2,15.3,96,1013.4,0,-1, , 
2004 Abr 12,5:20,330,309,0,0,15.4,96,1013.5,0,-1, , 
2004 Abr 12,5:30,339,334,3.6,13.7,15.5,95,1013.4,0,-2, , 
2004 Abr 12,5:40,340,340,10,17.2,15.5,95,1013.4,0,-2, , 
2004 Abr 12,5:50,333,324,10.2,16,15.5,95,1013.4,0,-2, , 
2004 Abr 12,6:00,338,350,10.6,17.7,15.5,94,1013.3,0,-3,12.9,0
2004 Abr 12,6:10,333,335,9.5,18.3,15.5,95,1013.3,0,-3, , 
2004 Abr 12,6:20,335,346,4.9,11.4,15.5,95,1013.3,0,-2, , 
2004 Abr 12,6:30,343,351,3.6,11.4,15.5,95,1013.3,0,-2, , 
2004 Abr 12,6:40,339,347,1.7,5.1,15.5,95,1013.3,0,-2, , 
2004 Abr 12,6:50,342,352,5.5,11.4,15.5,95,1013.2,0,-2, , 
2004 Abr 12,7:00,332,325,2.2,6.8,15.4,95,1013.3,0,-3, , 
2004 Abr 12,7:10,323,325,0,0,15.4,95,1013.2,0,-3, , 
2004 Abr 12,7:20,321,323,1.6,2.2,15.3,95,1013.3,0,-3, , 
2004 Abr 12,7:30,321,323,0,0,15.2,96,1013.2,0,-3, , 
2004 Abr 12,7:40,325,323,0,0,15.1,96,1013.2,0,-4, , 
2004 Abr 12,7:50,332,333,1.6,2.2,15,96,1013.1,0,-4, , 
2004 Abr 12,8:00,328,333,0,0,14.8,96,1013.2,0,-4, , 
2004 Abr 12,8:10,328,333,0,0,14.6,97,1013.2,0,-3, , 
2004 Abr 12,8:20,329,333,0,0,14.6,97,1013.1,0,-3, , 
2004 Abr 12,8:30,56,333,0,0,14.3,96,1013,0,-3, , 
2004 Abr 12,8:40,67,333,0,0,13.9,95,1013,0,-3, , 
2004 Abr 12,8:50,60,333,0,0,13.6,96,1012.9,0,-3, , 
2004 Abr 12,9:00,77,333,0,0,13.4,96,1012.9,0,-2,12.8,0
2004 Abr 12,9:10,79,333,0,0,13.4,97,1012.9,0,-3, , 
2004 Abr 12,9:20,79,333,0,0,13.4,97,1012.8,0,-2, , 
2004 Abr 12,9:30,79,333,0,0,13.4,97,1012.8,0,-2, , 
2004 Abr 12,9:40,79,333,0,0,13.5,97,1012.8,0,-1, , 
2004 Abr 12,9:50,79,333,0,0,13.5,97,1012.8,0,-1, , 
2004 Abr 12,10:00,69,333,0,0,13.7,97,1012.7,0,-1, , 
2004 Abr 12,10:10,59,333,0,0,13.9,96,1012.5,0,-1, , 
2004 Abr 12,10:20,64,333,0,0,14,96,1012.6,0,-1, , 
2004 Abr 12,10:30,59,333,0,0,14.1,96,1012.6,0,-1, , 
2004 Abr 12,10:40,60,333,0,0,14.2,95,1012.5,0,-1, , 
2004 Abr 12,10:50,67,333,0,0,14.3,95,1012.5,0,-1, , 
2004 Abr 12,11:00,73,333,0,0,14.4,95,1012.6,0,-1, , 
2004 Abr 12,11:10,179,333,0,0,14.5,95,1012.7,0,-1, , 
2004 Abr 12,11:20,179,333,0,0,14.7,96,1012.6,0,-1, , 
2004 Abr 12,11:30,34,44,1.6,2.2,14.9,96,1012.6,0,-1, , 
2004 Abr 12,11:40,34,44,0,0,14.9,95,1012.4,0,-3, , 
2004 Abr 12,11:50,42,44,0,0,14.7,95,1012.4,0,-4, , 
2004 Abr 12,12:00,49,48,1.6,2.2,14.4,96,1012.4,0,-5,12.8,0
2004 Abr 12,12:10,50,48,0,0,14,97,1012.4,0,-5, , 
2004 Abr 12,12:20,54,64,1.6,2.2,13.6,97,1012.3,0,-5, , 
2004 Abr 12,12:30,52,64,0,0,13.3,98,1012.4,0,-4, , 
2004 Abr 12,12:40,52,64,0,0,13,100,1012.4,0,-4, , 
2004 Abr 12,12:50,52,64,0,0,12.7,100,1012.5,0,-4, , 
2004 Abr 12,13:00,52,64,0,0,12.5,100,1012.7,0,-4, , 
2004 Abr 12,13:10,52,64,0,0,12.2,100,1012.8,0,-3, , 
2004 Abr 12,13:20,52,64,0,0,12.1,100,1012.8,0,0, , 
2004 Abr 12,13:30,52,64,0,0,11.9,100,1013.1,0,6, , 
2004 Abr 12,13:40,52,64,0,0,11.7,100,1013.4,0,17, , 
2004 Abr 12,13:50,52,64,0,0,11.7,100,1013.6,0,38, , 
2004 Abr 12,14:00,52,64,0,0,11.8,100,1013.9,0,61, , 
2004 Abr 12,14:10,52,64,0,0,12,100,1014.2,0,82, , 
2004 Abr 12,14:20,52,64,0,0,12.1,100,1014.3,0,133, , 
2004 Abr 12,14:30,52,64,0,0,12.4,100,1014.5,0,155, , 
2004 Abr 12,14:40,52,64,0,0,12.7,100,1014.6,0,105, , 
2004 Abr 12,14:50,52,64,0,0,12.9,100,1014.7,0,91, , 
2004 Abr 12,15:00,59,64,0,0,13.2,100,1014.9,0,165,13,13.2
2004 Abr 12,15:10,24,9,1.6,2.2,13.9,100,1014.9,0,229, , 
2004 Abr 12,15:20,4,9,0,0,14.6,100,1014.9,0,393, , 
2004 Abr 12,15:30,10,11,1.6,3.3,15.4,96,1015,0,420, , 
2004 Abr 12,15:40,356,334,2.9,11.4,16,93,1015,0,436, , 
2004 Abr 12,15:50,332,350,4.7,11.4,16.5,91,1015,0,435, , 
2004 Abr 12,16:00,335,332,7,11.4,16.7,89,1015,0,436, , 
2004 Abr 12,16:10,346,344,7.2,13.1,17.1,87,1015,0,552, , 
2004 Abr 12,16:20,336,347,7.4,14.9,17.5,85,1015.1,0,441, , 
2004 Abr 12,16:30,319,321,8.3,13.7,17.7,83,1015.1,0,452, , 
2004 Abr 12,16:40,326,336,8.4,14.3,17.9,82,1015.1,0,604, , 
2004 Abr 12,16:50,332,324,9.1,17.7,18.3,80,1015,0,729, , 
2004 Abr 12,17:00,324,317,9.5,15.4,18.9,77,1015,0,742, , 
2004 Abr 12,17:10,338,343,11.6,18.9,19.4,74,1015,0,787, , 
2004 Abr 12,17:20,324,327,11.3,21.2,19.6,74,1015,0,857, , 
2004 Abr 12,17:30,319,328,11.9,18.9,19.8,73,1015,0,777, , 
2004 Abr 12,17:40,310,306,14.4,19.5,19.6,73,1015.1,0,462, , 
2004 Abr 12,17:50,307,315,13.8,18.9,19,75,1015.1,0,378, , 
2004 Abr 12,18:00,307,287,12.2,16,18.7,77,1015.1,0,505,13.8,20.4
2004 Abr 12,18:10,306,296,12.9,17.7,18.8,76,1015.1,0,522, , 
2004 Abr 12,18:20,307,294,12.2,17.2,19,75,1015,0,740, , 
2004 Abr 12,18:30,303,299,12,18.9,19.6,74,1015,0,588, , 
2004 Abr 12,18:40,308,314,12.4,18.9,19.8,72,1015,0,828, , 
2004 Abr 12,18:50,307,307,12.1,18.9,20.3,71,1014.9,0,1052, , 
2004 Abr 12,19:00,306,291,10.8,16,20.7,67,1014.9,0,1010, , 
2004 Abr 12,19:10,323,316,6.5,16,21.2,65,1014.8,0,1000, , 
2004 Abr 12,19:20,301,310,12.2,18.3,21.7,64,1014.6,0,1006, , 
2004 Abr 12,19:30,314,302,10.7,20.6,21.9,62,1014.4,0,1011, , 
2004 Abr 12,19:40,318,316,10,17.2,22.4,59,1014.2,0,1010, , 
2004 Abr 12,19:50,325,329,10.4,18.3,23,55,1013.8,0,1012, , 
2004 Abr 12,20:00,326,323,11.1,18.9,23.3,54,1013.5,0,1013, , 
2004 Abr 12,20:10,326,322,11.3,17.7,23.9,52,1013.3,0,1010, , 
2004 Abr 12,20:20,309,303,12.9,18.9,24.1,50,1013.2,0,1005, , 
2004 Abr 12,20:30,308,300,15,20.6,24.3,49,1013.2,0,999, , 
2004 Abr 12,20:40,298,299,18,23.5,24.1,52,1013.3,0,984, , 
2004 Abr 12,20:50,310,306,19.1,26.4,23,56,1013.2,0,976, , 
2004 Abr 12,21:00,312,326,17.8,24.6,22.1,59,1013,0,965,14,14.3
2004 Abr 12,21:10,311,305,18,24.6,22.2,58,1013,0,948, , 
2004 Abr 12,21:20,310,301,17.4,24.1,22.3,58,1012.9,0,931, , 
2004 Abr 12,21:30,313,311,19.6,26.4,22.5,58,1012.7,0,910, , 
2004 Abr 12,21:40,307,303,19.9,26.4,22.3,61,1012.6,0,889, , 
2004 Abr 12,21:50,303,305,20.1,28.7,22.1,62,1012.6,0,862, , 
2004 Abr 12,22:00,312,311,19.5,26.4,22.1,62,1012.6,0,836, , 
2004 Abr 12,22:10,313,293,18.8,26.9,21.8,65,1012.5,0,808, , 
2004 Abr 12,22:20,315,314,20.9,27.5,21.6,64,1012.4,0,781, , 
2004 Abr 12,22:30,311,291,20.8,29.2,21.3,66,1012.5,0,752, , 
2004 Abr 12,22:40,312,308,21,29.2,21.1,67,1012.6,0,720, , 
2004 Abr 12,22:50,310,294,23.5,32.1,20.6,69,1012.7,0,689, , 
2004 Abr 12,23:00,312,297,21.6,29.2,20.4,70,1012.7,0,654, , 
2004 Abr 12,23:10,318,313,21.4,29.8,20.3,71,1012.6,0,619, , 
2004 Abr 12,23:20,315,307,21.5,28.7,20.2,73,1012.7,0,581, , 
2004 Abr 12,23:30,321,311,19,27.5,20.1,73,1012.7,0,542, , 
2004 Abr 12,23:40,321,321,19.3,31,20.2,73,1012.6,0,503, , 
2004 Abr 12,23:50,320,314,20.1,29.8,20,74,1012.5,0,462, , 
2004 Abr 13,0:00,323,327,18.9,27.5,19.9,75,1012.5,0,420,13.6,13.9
2004 Abr 13,0:10,326,336,18.8,27.5,19.8,74,1012.5,0,378, , 
2004 Abr 13,0:20,330,317,20.4,28.7,19.7,75,1012.5,0,335, , 
2004 Abr 13,0:30,326,316,19.7,29.2,19.6,76,1012.5,0,292, , 
2004 Abr 13,0:40,327,335,21,32.1,19.2,78,1012.5,0,252, , 
2004 Abr 13,0:50,323,307,20.1,28.7,18.9,79,1012.5,0,214, , 
2004 Abr 13,1:00,328,324,18.3,28.1,18.5,81,1012.6,0,182, , 
2004 Abr 13,1:10,317,304,17.8,25.8,18.3,82,1012.7,0,149, , 
2004 Abr 13,1:20,327,344,18.7,27.5,18.1,84,1012.7,0,116, , 
2004 Abr 13,1:30,330,333,17.7,25.2,17.8,85,1012.7,0,87, , 
